financial_data_id,company_id,statement_type,period_start,period_end,total_assets,total_liabilities,total_equity,net_income,operating_cash_flow,investing_cash_flow,financing_cash_flow
9679,6908,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,1,2,2
9680,2444,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,2,1,1
9681,1752,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,1,2,1,1
9682,2689,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,2,1,1
9683,9279,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,2,1,1
9684,1675,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,2,2,1,1
9685,4487,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,2,2,2,2
9686,6286,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,2,1,1
9687,1243,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,2,1,1,1
9688,9891,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,2,1,2
9689,8728,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,1,2,2,1
9690,3662,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,1,2,2,1
9691,7612,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,1,1,1,2
9692,5927,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,1,1,1
9693,4577,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,1,2,2,1
9694,1989,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,2,1,1,1
9695,7624,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,2,2,2,2
9696,7832,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,2,1,1,2
9697,1362,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,2,2,1
9698,1607,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,1,2,2,1
9699,3865,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,2,1,2,2
9700,302,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,1,1,1,2
9701,2409,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,2,1,2
9702,9482,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,1,1,1
9703,9465,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,2,2,1,2
9704,6411,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,1,2,2,1
9705,2145,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,2,2,2,1
9706,9735,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,2,1,1
9707,9967,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,2,1,2,2
9708,1260,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,2,1,2
9709,3292,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,1,1,2
9710,3371,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,1,2,1,1
9711,7075,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,1,2,1,2,1
9712,1859,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,1,2,1,1
9713,5712,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,2,2,2
9714,7351,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,1,2,1,2
9715,1577,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,1,1,1
9716,8310,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,2,1,2,1
9717,3432,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,1,1,2,1
9718,767,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,2,1,2,1,2
9719,7436,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,1,1,1,2
9720,3157,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,1,1,1,1
9721,2287,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,2,1,1,2
9722,8942,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,2,1,1,2
9723,2983,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,1,2,2
9724,2856,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,1,1,2,1,2
9725,3229,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,2,2,2,1
9726,9676,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,2,2,1
9727,6952,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,2,1,1,1
9728,8863,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,2,2,2,2
9729,8388,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,2,2,1,2
9730,7782,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,1,2,2,1
9731,7104,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,2,2,1,1
9732,6660,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,2,2,1,1
9733,5650,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,1,2,2,1
9734,1396,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,2,2,1,2
9735,4808,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,2,1,2,1
9736,5042,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,1,2,2,2
9737,4074,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,2,2,1,1
9738,6925,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,2,1,1
9739,1463,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,1,1,2
9740,3795,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,2,1,1,1
9741,1232,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,2,1,2,1
9742,6179,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,1,1,1,1
9743,6432,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,1,1,1,1
9744,5451,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,1,1,2,1
9745,3823,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,2,1,2,1
9746,6425,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,2,1,1,2
9747,624,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,1,2,1,1
9748,8138,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,1,2,2,2
9749,6037,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,1,1,2,1
9750,5042,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,2,1,2,1
9751,8320,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,1,1,2,1
9752,3095,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,2,2,2,1
9753,7459,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,2,2,2,2
9754,7410,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,1,2,2,1
9755,4231,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,2,2,1,2
9756,8182,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,2,1,1,2
9757,1966,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,2,1,2,1
9758,9401,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,1,1,1
9759,6165,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,2,2,2,2
9760,5914,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,2,2,2,2
9761,939,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,2,1,1,1
9762,5050,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,2,2,2,1,1
9763,908,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,2,2,1,1
9764,2535,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,2,2,1,1
9765,5377,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,1,2,2,2
9766,2246,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,2,1,1,1
9767,6960,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,1,2,2,2
9768,1267,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,2,1,1,2
9769,7215,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,2,1,2,2
9770,6443,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,1,2,2,1
9771,5617,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,1,2,1
9772,3861,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,2,2,2,2
9773,3190,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,1,2,1,2
9774,6330,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,2,1,1
9775,3255,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,2,2,1,2
9776,1167,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,1,1,1,2
9777,5455,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,1,1,2,2
9778,7180,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,2,1,1,2
9779,261,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,1,1,1,1
9780,7590,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,2,2,1,2
9781,4601,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,2,1,1,2
9782,2830,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,2,2,1
9783,4643,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,1,2,2,2,1
9784,4853,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,1,1,1
9785,7604,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,2,2,2,1
9786,6889,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,2,1,1,2
9787,8623,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,1,2,2,2
9788,9502,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,1,2,1,2
9789,1405,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,1,2,1,1
9790,26,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,1,2,1,1
9791,1061,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,1,1,1,2
9792,1014,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,2,1,2,2
9793,8861,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,1,1,1
9794,529,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,2,2,1,2
9795,8556,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,1,2,2,1
9796,5369,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,1,1,1,2
9797,3242,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,1,1,2,2
9798,6610,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,2,1,1,1
9799,4399,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,2,1,1
9800,593,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,1,1,1,1
9801,4485,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,1,2,1,1
9802,6905,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,2,2,2,2
9803,7848,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,2,1,2,1
9804,7710,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,2,2,2,1
9805,9608,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,1,2,1,1
9806,2342,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,1,2,2
9807,5944,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,2,2,1,1
9808,2114,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,1,1,1,1
9809,5317,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,2,1,2,2
9810,5834,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,2,2,2,1
9811,2268,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,1,2,2,1
9812,5163,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,2,1,1,2
9813,7448,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,1,1,2,1
9814,9036,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,2,2,1
9815,2711,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,2,2,1,1
9816,4331,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,1,1,1,1
9817,3290,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,1,1,2,1
9818,6204,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,1,2,2,2
9819,5139,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,1,2,1,2
9820,9360,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,1,1,2,1
9821,8755,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,1,2,2,2,2
9822,901,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,2,2,2,2,2
9823,3011,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,1,2,2,1
9824,9365,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,1,2,1,2
9825,6470,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,2,2,1,2
9826,5492,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,1,1,2
9827,1672,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,2,1,1,1
9828,5558,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,2,2,1
9829,6757,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,2,1,2,2
9830,4664,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,1,1,2,2
9831,441,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,1,1,1,1
9832,5793,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,2,2,2,2
9833,9384,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,2,2,2,2
9834,3947,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,2,2,1,2
9835,5518,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,1,1,2,2
9836,5227,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,2,1,2,1
9837,4066,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,2,1,2,2
9838,2627,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,2,1,2,1
9839,7606,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,1,1,2,1
9840,5627,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,1,1,1,1
9841,5770,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,1,2,2
9842,7458,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,1,1,1
9843,8792,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,1,2,1,1
9844,7220,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,1,1,1
9845,8591,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,2,2,2,2
9846,782,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,1,1,2
9847,2479,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,1,1,1
9848,4766,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,2,1,1
9849,8591,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,1,2,2
9850,8934,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,2,1,2,1
9851,2104,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,2,1,2
9852,6742,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,1,2,2
9853,9283,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,2,2,1,2,2
9854,2333,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,1,2,2,2
9855,7503,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,1,2,2
9856,3810,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,1,2,1,1
9857,1773,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,1,2,1,1
9858,7387,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,1,1,2,2
9859,4650,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,2,2,2,2
9860,5216,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,1,1,2,1
9861,8719,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,1,2,2,1
9862,654,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,1,1,2,1
9863,5641,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,2,2,2,1
9864,608,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,2,2,1,2
9865,3628,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,1,2,2,2
9866,7354,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,1,2,1,2
9867,8413,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,1,1,2,1
9868,742,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,1,1,1,1
9869,4084,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,2,1,2,1
9870,5844,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,2,2,2,1,1
