payment_id,supplier_id,payment_date,payment_method,amount
8843,4660,2022-10-31,PayPal,231.61
8844,4107,2022-07-02,Credit Card,952.59
8845,9856,2023-02-19,Credit Card,283.1
8846,3759,2022-03-09,Credit Card,200.26
8847,6907,2023-01-14,PayPal,929.0
8848,8647,2022-07-04,Bank Transfer,865.26
8849,3912,2022-05-09,Credit Card,701.0
8850,6112,2022-05-28,PayPal,938.35
8851,6701,2022-08-17,Bank Transfer,568.32
8852,6022,2022-08-08,Credit Card,791.96
8853,7791,2022-07-20,Bank Transfer,750.28
8854,3271,2023-03-03,Debit Card,193.92
8855,1981,2022-11-01,Bank Transfer,812.55
8856,9689,2022-03-19,Credit Card,149.74
8857,437,2022-12-27,PayPal,550.48
8858,4745,2022-07-19,Bank Transfer,332.15
8859,4952,2022-12-09,PayPal,243.04
8860,8453,2022-11-15,Debit Card,513.6
8861,1345,2023-01-06,PayPal,603.83
8862,3599,2022-05-04,PayPal,696.32
8863,3114,2022-03-10,Bank Transfer,754.95
8864,1588,2022-12-08,Debit Card,711.08
8865,2839,2022-06-10,PayPal,553.5
8866,5036,2023-01-05,Bank Transfer,240.05
8867,9312,2022-10-06,Credit Card,952.96
8868,1287,2023-02-24,Credit Card,698.02
8869,1172,2022-09-06,Bank Transfer,110.14
8870,4698,2022-07-05,Debit Card,533.33
8871,1529,2022-04-07,Bank Transfer,967.98
8872,7307,2022-07-27,Debit Card,164.36
8873,3574,2022-10-22,Bank Transfer,672.18
8874,2788,2022-03-19,Debit Card,647.87
8875,6240,2023-01-16,Debit Card,736.8
8876,1067,2022-09-05,Debit Card,809.08
8877,4088,2022-03-28,Credit Card,441.83
8878,8719,2022-09-20,Credit Card,976.34
8879,5787,2022-07-15,Credit Card,630.94
8880,1151,2022-08-23,Credit Card,525.07
8881,4409,2022-05-30,Credit Card,645.82
8882,739,2023-02-25,PayPal,904.12
8883,7864,2022-10-09,Bank Transfer,659.86
8884,6400,2022-07-19,Debit Card,109.86
8885,2984,2022-08-10,Credit Card,63.15
8886,8040,2022-04-20,PayPal,175.86
8887,3139,2022-07-13,Bank Transfer,316.45
8888,1608,2022-05-29,Bank Transfer,906.02
8889,1594,2022-05-20,Bank Transfer,794.49
8890,6559,2023-01-12,Bank Transfer,413.21
8891,4714,2022-04-14,Debit Card,430.15
8892,7137,2022-07-28,Credit Card,132.39
8893,6056,2022-04-10,Credit Card,977.89
8894,2485,2022-05-19,Debit Card,15.72
8895,8922,2022-10-02,Credit Card,417.46
8896,8824,2023-01-24,Debit Card,64.71
8897,4532,2023-03-06,PayPal,183.7
8898,886,2022-10-19,Bank Transfer,246.43
8899,1292,2022-04-17,Debit Card,797.67
8900,5829,2022-10-22,Debit Card,992.17
8901,3440,2022-11-17,Debit Card,816.99
8902,1336,2023-02-04,Bank Transfer,390.33
8903,9752,2022-03-24,PayPal,197.48
8904,38,2022-04-28,Credit Card,268.88
8905,3858,2022-09-22,PayPal,150.45
8906,8408,2022-12-01,Bank Transfer,165.04
8907,6718,2022-04-03,Credit Card,850.45
8908,7045,2022-09-21,Credit Card,550.85
8909,2533,2022-04-29,Credit Card,428.01
8910,3591,2023-02-11,PayPal,953.41
8911,365,2022-08-07,PayPal,950.6
8912,8551,2022-04-15,PayPal,222.28
8913,1454,2022-10-05,Debit Card,173.52
8914,1383,2023-02-12,Credit Card,429.26
8915,8652,2022-09-21,Credit Card,359.9
8916,1220,2022-07-05,Debit Card,915.17
8917,444,2022-12-05,Credit Card,446.02
8918,3173,2022-10-16,Bank Transfer,154.02
8919,9171,2022-09-05,Credit Card,535.67
8920,7920,2022-10-02,PayPal,138.55
8921,1734,2022-09-04,Debit Card,353.27
8922,8930,2022-12-28,Debit Card,685.42
8923,9674,2022-12-05,PayPal,956.28
8924,5965,2022-12-11,Debit Card,777.25
8925,4170,2022-10-02,Credit Card,599.33
8926,9668,2022-06-09,PayPal,992.45
8927,9036,2022-05-06,Bank Transfer,923.53
8928,9938,2022-12-07,Debit Card,94.97
8929,4233,2022-10-11,Credit Card,531.7
8930,8785,2022-10-26,Debit Card,413.53
8931,1266,2022-05-06,Bank Transfer,329.47
8932,8675,2023-02-02,PayPal,183.03
8933,6337,2022-05-21,Debit Card,567.64
8934,7417,2022-11-22,Debit Card,555.82
8935,3537,2022-10-06,Debit Card,249.24
8936,9918,2022-09-19,Debit Card,357.68
8937,1296,2022-10-22,Bank Transfer,413.92
8938,7897,2022-07-04,Credit Card,673.77
8939,9154,2022-11-14,Credit Card,311.11
8940,4528,2023-01-19,Credit Card,160.82
8941,7320,2022-04-30,Credit Card,983.32
8942,2170,2022-06-06,Credit Card,88.73
8943,3269,2023-01-17,Bank Transfer,45.35
8944,9389,2023-02-25,Bank Transfer,110.31
8945,7650,2022-11-21,Bank Transfer,400.63
8946,6639,2023-03-04,Credit Card,89.91
8947,4193,2023-02-19,Credit Card,837.01
8948,853,2022-12-14,Credit Card,429.72
8949,2550,2022-04-13,Bank Transfer,569.63
8950,6498,2023-01-17,Debit Card,335.91
8951,8549,2022-09-24,Bank Transfer,108.65
8952,5951,2023-01-25,Credit Card,833.17
8953,900,2022-04-27,PayPal,414.55
8954,9996,2022-12-02,Bank Transfer,912.62
8955,9070,2022-06-08,Debit Card,245.36
8956,7308,2023-01-25,Bank Transfer,341.82
8957,8205,2022-04-17,PayPal,960.19
8958,6734,2022-09-15,PayPal,975.81
8959,7439,2022-10-19,Bank Transfer,840.4
8960,1339,2022-04-19,Debit Card,772.89
8961,7500,2022-09-22,PayPal,843.08
8962,5035,2023-02-13,Bank Transfer,494.5
8963,4822,2022-04-19,PayPal,895.16
8964,4984,2023-02-24,Bank Transfer,194.63
8965,7341,2022-05-16,Debit Card,427.54
8966,8926,2022-04-22,Bank Transfer,566.07
8967,1461,2022-09-23,Debit Card,448.05
8968,3981,2022-10-18,Bank Transfer,119.42
8969,4994,2022-08-19,Credit Card,864.57
8970,2752,2023-01-11,Debit Card,328.34
8971,5111,2023-01-09,Debit Card,893.02
8972,7247,2022-08-17,Debit Card,898.16
8973,5369,2022-12-30,Credit Card,871.95
8974,3145,2022-12-25,PayPal,360.28
8975,1355,2022-07-04,PayPal,441.93
8976,4054,2022-05-10,Credit Card,498.01
8977,4986,2022-04-05,Credit Card,63.62
8978,6401,2022-06-17,Debit Card,157.12
8979,6179,2022-08-14,Bank Transfer,222.33
8980,6122,2022-04-18,Credit Card,367.34
8981,4461,2022-08-16,PayPal,311.23
8982,685,2022-03-20,PayPal,114.24
8983,7144,2022-12-16,Bank Transfer,849.26
8984,6576,2022-11-05,Credit Card,870.62
8985,1079,2022-06-28,Credit Card,226.7
8986,1839,2023-02-27,Debit Card,968.1
8987,8480,2023-01-04,Credit Card,715.82
8988,8749,2022-07-15,Credit Card,726.69
8989,5092,2022-12-05,Bank Transfer,571.51
8990,603,2022-09-21,Bank Transfer,136.43
8991,3632,2022-06-01,Debit Card,121.13
8992,5177,2022-04-21,Credit Card,638.63
8993,9859,2022-08-17,Debit Card,90.92
8994,2932,2022-07-28,Bank Transfer,898.0
8995,6671,2022-06-07,Debit Card,707.76
8996,3951,2022-07-04,Credit Card,933.09
8997,4596,2022-09-03,Bank Transfer,607.17
8998,6952,2022-07-11,PayPal,746.1
8999,6175,2022-11-25,PayPal,585.67
9000,4271,2022-07-16,Credit Card,80.62
9001,7248,2022-08-21,Debit Card,607.43
9002,7804,2022-07-28,PayPal,718.25
9003,3867,2022-07-02,Debit Card,367.52
9004,2755,2022-08-30,PayPal,763.19
9005,6731,2022-10-21,Debit Card,342.24
9006,1130,2022-10-31,Debit Card,263.2
9007,127,2022-06-13,PayPal,95.49
9008,4703,2022-06-23,Bank Transfer,869.65
9009,7097,2022-03-16,Credit Card,332.46
9010,1485,2022-11-27,PayPal,890.74
9011,7272,2022-07-01,PayPal,574.14
9012,330,2022-08-13,PayPal,264.97
9013,2276,2022-07-30,Bank Transfer,71.63
9014,5865,2023-02-28,PayPal,967.04
9015,3063,2022-04-12,PayPal,956.96
9016,9348,2023-02-17,Credit Card,606.81
9017,3406,2022-10-17,Credit Card,341.1
9018,4836,2022-05-06,Bank Transfer,661.82
9019,7248,2022-09-22,PayPal,510.78
9020,4244,2022-07-03,PayPal,527.48
9021,1857,2022-05-27,Credit Card,365.58
9022,7586,2023-02-06,Debit Card,983.72
9023,3042,2022-03-25,PayPal,890.65
9024,3748,2023-01-16,Debit Card,733.66
9025,3807,2022-07-23,Credit Card,361.3
9026,5275,2023-03-04,Debit Card,551.0
9027,8125,2022-10-29,Bank Transfer,281.61
9028,8020,2022-07-21,Bank Transfer,720.16
9029,198,2022-12-27,PayPal,581.02
9030,5589,2022-05-29,Debit Card,647.87
9031,762,2022-11-19,Credit Card,955.84
9032,1428,2022-05-31,PayPal,615.89
9033,3630,2023-01-22,Bank Transfer,108.8
9034,1253,2022-12-04,Debit Card,975.21
9035,8768,2023-02-12,Debit Card,876.56
9036,2623,2022-06-04,Credit Card,389.33
9037,1151,2023-01-03,Bank Transfer,937.42
9038,7567,2023-01-20,PayPal,122.21
9039,5015,2022-04-06,Bank Transfer,190.32
9040,2398,2022-04-22,Bank Transfer,793.83
9041,9411,2022-08-05,Debit Card,901.88
9042,27,2022-03-20,Debit Card,227.95
9043,1233,2022-09-27,PayPal,35.9
9044,5378,2022-09-28,Bank Transfer,307.94
9045,5548,2022-09-26,Bank Transfer,225.66
9046,6047,2022-04-14,PayPal,24.17
9047,3399,2022-08-13,PayPal,724.43
9048,2199,2022-08-03,Debit Card,475.99
9049,64,2022-12-08,Credit Card,399.2
9050,9829,2022-10-02,Credit Card,889.77
9051,1180,2022-08-17,PayPal,964.92
9052,630,2022-07-10,PayPal,455.05
9053,8972,2022-09-27,Credit Card,851.79
9054,353,2022-08-20,PayPal,974.62
9055,11,2022-09-18,Credit Card,674.84
9056,8469,2022-12-09,Credit Card,597.47
9057,1254,2022-09-13,PayPal,390.55
9058,5207,2022-05-20,Bank Transfer,827.77
9059,1731,2022-06-14,Credit Card,29.95
9060,8126,2022-08-04,PayPal,222.5
9061,6693,2022-05-09,Credit Card,801.87
9062,6811,2022-04-16,Debit Card,186.1
9063,1273,2022-11-10,PayPal,327.5
9064,2379,2022-09-16,Credit Card,505.31
9065,6253,2022-12-07,Debit Card,366.03
9066,4096,2022-04-19,Bank Transfer,413.53
9067,5,2022-11-16,PayPal,933.74
9068,3158,2022-12-13,Credit Card,372.04
9069,9321,2022-10-20,Credit Card,956.0
9070,1499,2022-12-25,Credit Card,602.1
9071,1207,2022-04-22,Credit Card,284.1
9072,2854,2022-10-03,PayPal,439.41
9073,1105,2022-11-28,Credit Card,434.04
9074,7643,2023-01-13,Credit Card,240.53
9075,6702,2022-03-24,Credit Card,471.77
9076,1868,2022-06-28,Debit Card,692.07
9077,3478,2022-07-14,Debit Card,567.92
9078,3840,2022-05-26,PayPal,726.94
9079,9296,2022-04-24,Bank Transfer,189.79
9080,7146,2022-09-19,PayPal,861.05
9081,9092,2022-05-30,PayPal,248.58
9082,4965,2022-03-27,Bank Transfer,156.66
9083,7654,2022-11-22,PayPal,277.8
9084,858,2022-11-05,Debit Card,926.55
9085,9125,2023-02-21,Debit Card,485.51
9086,6037,2022-08-17,Bank Transfer,274.64
9087,4650,2022-05-31,Credit Card,727.05
9088,3622,2022-09-04,Bank Transfer,279.12
9089,5101,2022-05-09,PayPal,673.58
9090,259,2022-12-06,PayPal,557.34
9091,1528,2022-11-20,Bank Transfer,454.76
9092,8667,2022-03-16,Debit Card,578.09
9093,3875,2022-10-06,Debit Card,682.78
9094,4505,2022-07-11,Debit Card,594.25
9095,6874,2022-08-05,Bank Transfer,91.67
9096,48,2022-05-24,PayPal,414.11
9097,9957,2022-04-22,PayPal,856.27
9098,8984,2022-05-01,Debit Card,423.93
9099,867,2022-09-13,Credit Card,355.86
9100,6657,2022-12-19,Credit Card,989.34
9101,8567,2022-10-29,Debit Card,652.87
9102,5522,2022-08-12,Credit Card,825.2
9103,9735,2022-12-23,PayPal,938.03
9104,5287,2022-11-15,Debit Card,721.12
9105,2023,2022-08-07,Credit Card,797.44
9106,3638,2022-08-23,Bank Transfer,91.51
9107,4121,2022-05-28,Credit Card,638.17
9108,66,2022-06-22,Credit Card,493.73
9109,776,2023-01-13,Credit Card,469.5
9110,3248,2022-06-21,Debit Card,282.39
9111,6644,2022-05-27,Debit Card,115.86
9112,6643,2022-11-28,Credit Card,96.61
9113,9084,2023-03-04,Debit Card,407.1
9114,5387,2022-08-05,Debit Card,609.92
9115,171,2022-05-22,Debit Card,172.91
9116,3793,2022-05-17,Debit Card,948.71
9117,5441,2022-03-28,Bank Transfer,983.67
9118,5109,2022-11-26,PayPal,753.76
9119,9235,2022-10-14,Bank Transfer,939.13
9120,1424,2022-05-18,Credit Card,370.4
9121,668,2023-01-27,Credit Card,700.65
9122,4633,2023-01-25,Debit Card,347.1
9123,3528,2023-02-09,PayPal,703.84
9124,3749,2022-04-21,Debit Card,214.44
9125,7616,2022-08-07,Bank Transfer,777.38
9126,9058,2022-04-16,Debit Card,944.23
9127,505,2022-04-09,Debit Card,739.63
9128,3726,2022-06-06,PayPal,953.4
9129,2437,2023-03-02,Bank Transfer,463.36
9130,876,2022-11-17,PayPal,254.5
9131,5176,2022-09-22,Debit Card,169.91
9132,6465,2022-09-18,Credit Card,28.83
9133,6575,2023-02-06,Debit Card,248.02
9134,5203,2022-05-28,Debit Card,532.84
9135,4436,2022-07-27,Bank Transfer,861.24
9136,5426,2022-07-05,Credit Card,172.03
9137,7900,2022-12-05,Bank Transfer,995.6
9138,9552,2022-07-10,Credit Card,872.51
9139,6458,2022-12-03,Bank Transfer,376.69
9140,2280,2022-03-27,Debit Card,343.36
9141,9674,2022-03-13,Credit Card,955.0
9142,6408,2022-05-09,PayPal,325.22
9143,6297,2022-10-18,Credit Card,322.71
9144,4427,2022-08-02,PayPal,335.77
9145,482,2023-03-03,PayPal,819.71
9146,6198,2022-10-16,Credit Card,454.71
9147,700,2022-07-22,Credit Card,543.74
9148,6650,2022-10-28,Bank Transfer,457.73
9149,6065,2022-08-07,Bank Transfer,90.49
9150,4392,2022-11-07,PayPal,914.33
9151,3132,2022-05-04,Bank Transfer,196.86
9152,6288,2022-04-23,Credit Card,679.22
9153,7239,2022-08-28,Debit Card,489.2
9154,8654,2022-10-18,Debit Card,625.65
9155,2473,2022-06-11,Credit Card,517.35
9156,2770,2022-11-16,Debit Card,242.15
9157,4924,2022-08-27,PayPal,361.64
9158,7145,2022-04-22,PayPal,173.23
9159,3908,2022-08-31,Debit Card,180.19
9160,2746,2022-06-27,PayPal,431.47
9161,8816,2022-09-04,Credit Card,315.07
9162,1256,2022-03-12,Debit Card,789.46
9163,4024,2022-07-28,Bank Transfer,604.14
9164,3814,2022-10-02,PayPal,749.76
9165,664,2022-09-24,Bank Transfer,180.14
9166,5647,2023-03-01,PayPal,104.63
9167,3739,2023-02-02,Bank Transfer,136.45
9168,4249,2022-07-16,Debit Card,153.77
9169,9208,2022-09-18,Debit Card,928.12
9170,3767,2023-01-12,Debit Card,648.85
9171,6807,2022-10-20,Bank Transfer,112.14
9172,3530,2022-06-04,Debit Card,514.37
9173,7766,2022-07-13,PayPal,967.57
9174,8098,2022-07-28,PayPal,312.55
9175,9123,2022-06-14,Bank Transfer,721.98
9176,6023,2023-02-05,Credit Card,101.59
9177,2556,2022-06-18,Bank Transfer,122.79
9178,5357,2022-07-13,Debit Card,561.37
9179,8058,2022-05-28,Debit Card,971.26
9180,9430,2022-10-10,Credit Card,525.46
9181,8141,2022-05-12,Bank Transfer,984.39
9182,8278,2023-01-20,Debit Card,289.18
9183,9832,2023-01-04,Credit Card,370.54
9184,5174,2023-01-14,Bank Transfer,181.08
9185,5910,2022-10-15,PayPal,345.75
9186,3981,2022-08-28,Bank Transfer,191.24
9187,1884,2022-11-12,PayPal,251.41
9188,9883,2022-08-30,Debit Card,801.19
9189,1325,2022-06-29,Bank Transfer,290.62
9190,329,2022-03-20,PayPal,622.25
9191,5236,2022-12-06,Credit Card,156.54
9192,7211,2022-09-23,Debit Card,74.37
9193,2844,2022-10-30,PayPal,576.01
9194,3374,2022-11-08,Bank Transfer,658.31
9195,7071,2023-01-19,Debit Card,431.68
9196,6187,2022-04-11,Bank Transfer,39.3
9197,1574,2022-10-29,Debit Card,531.25
9198,2871,2022-08-20,Debit Card,681.67
9199,3929,2022-07-19,PayPal,328.99
9200,8165,2022-03-15,Debit Card,203.38
9201,8891,2023-03-03,Bank Transfer,492.54
9202,9396,2022-08-10,Debit Card,695.38
9203,587,2022-05-25,Credit Card,615.51
9204,3099,2023-01-28,Credit Card,405.37
9205,1883,2023-01-30,Bank Transfer,719.91
9206,9712,2022-10-02,PayPal,856.06
9207,8875,2022-07-18,PayPal,604.62
9208,6333,2022-05-11,PayPal,698.47
9209,8783,2023-02-15,Credit Card,936.7
9210,2173,2022-07-01,PayPal,595.99
9211,7115,2022-08-06,Bank Transfer,428.42
9212,7018,2022-09-09,Debit Card,628.27
9213,2827,2022-11-15,Debit Card,67.13
9214,9624,2022-11-25,PayPal,872.76
9215,7193,2022-03-13,Credit Card,230.13
9216,6509,2022-04-13,Bank Transfer,240.19
9217,2654,2022-11-01,Credit Card,728.91
9218,9698,2022-08-22,Credit Card,79.95
9219,6175,2022-11-14,Bank Transfer,210.7
9220,8447,2022-10-05,Debit Card,594.07
9221,1870,2022-08-07,PayPal,71.02
9222,2882,2023-01-15,Credit Card,717.44
9223,6313,2022-09-11,Bank Transfer,299.37
9224,5653,2023-03-02,Debit Card,197.93
9225,7747,2022-12-16,PayPal,437.62
9226,9833,2022-07-22,PayPal,870.41
9227,62,2022-09-12,Debit Card,764.94
9228,5617,2022-11-13,Debit Card,465.5
9229,1547,2022-07-10,Debit Card,633.11
9230,5860,2022-05-01,Credit Card,652.13
9231,7561,2022-04-26,Bank Transfer,634.98
9232,7442,2022-12-15,PayPal,597.62
9233,1558,2022-04-29,Credit Card,230.47
9234,6036,2022-11-21,Debit Card,217.23
9235,4352,2023-02-15,Credit Card,549.42
9236,8014,2022-06-04,Debit Card,996.52
9237,4683,2022-07-01,Debit Card,110.16
9238,3148,2022-08-24,Bank Transfer,64.37
9239,6359,2022-09-18,Debit Card,646.72
9240,9666,2022-04-03,PayPal,217.0
9241,3607,2022-07-09,Bank Transfer,854.63
9242,7198,2022-09-28,PayPal,255.66
9243,7357,2023-02-16,Debit Card,711.15
9244,7805,2022-09-05,Bank Transfer,745.84
9245,2889,2022-04-03,Credit Card,483.72
9246,3741,2022-12-20,Debit Card,212.82
9247,140,2022-12-18,Debit Card,750.69
9248,537,2022-06-17,PayPal,446.23
9249,837,2023-01-17,Credit Card,98.12
9250,9948,2022-11-18,Bank Transfer,835.13
9251,9572,2022-11-25,Debit Card,287.79
9252,6233,2022-05-17,Debit Card,744.39
9253,4130,2022-09-17,PayPal,700.89
9254,2694,2022-08-21,Credit Card,381.91
9255,5194,2022-12-31,PayPal,162.23
9256,2846,2022-03-27,Bank Transfer,537.97
9257,8531,2022-10-22,Credit Card,600.42
9258,6529,2023-02-28,Debit Card,286.23
9259,1720,2022-08-06,Bank Transfer,479.73
9260,6184,2023-02-28,Debit Card,992.4
9261,651,2022-12-16,Bank Transfer,107.14
9262,5036,2022-07-25,Credit Card,513.64
9263,7953,2022-07-26,Debit Card,74.37
9264,1790,2022-06-08,PayPal,564.38
9265,4097,2023-01-26,PayPal,368.44
9266,6560,2022-10-25,Bank Transfer,162.69
9267,234,2022-11-09,PayPal,510.41
9268,3003,2022-09-30,Credit Card,32.99
9269,2039,2022-09-16,Debit Card,401.26
9270,4184,2022-04-20,Debit Card,230.55
9271,621,2023-01-11,Bank Transfer,585.21
9272,9346,2022-12-18,PayPal,931.23
9273,8503,2022-07-20,Debit Card,878.85
9274,9665,2022-10-14,Credit Card,334.18
9275,4587,2022-04-25,PayPal,18.64
9276,6318,2023-01-24,Debit Card,183.78
9277,9807,2022-08-03,Credit Card,64.14
9278,6395,2022-09-11,Bank Transfer,702.55
9279,3813,2022-05-03,Bank Transfer,398.63
9280,6719,2022-08-25,Debit Card,738.26
9281,9998,2022-08-24,Debit Card,356.94
9282,2599,2022-09-14,Bank Transfer,326.48
9283,3759,2022-05-04,PayPal,653.9
9284,4343,2022-10-18,Bank Transfer,522.51
9285,9244,2022-10-24,Credit Card,238.85
9286,7106,2022-11-07,Debit Card,24.19
9287,8412,2022-04-06,Debit Card,407.38
9288,3416,2022-07-13,Credit Card,383.58
9289,7480,2022-11-29,Credit Card,427.45
9290,8419,2023-01-14,Bank Transfer,681.57
9291,8079,2022-07-12,Credit Card,271.42
9292,7481,2022-09-23,Debit Card,150.4
9293,7746,2022-07-24,Bank Transfer,441.98
9294,8636,2022-12-12,Credit Card,361.96
9295,4262,2022-08-22,PayPal,856.54
9296,7093,2022-07-09,Debit Card,430.79
9297,7353,2022-12-13,Credit Card,743.49
9298,5966,2022-12-12,Credit Card,573.42
9299,9500,2022-04-17,Credit Card,268.0
9300,4763,2023-01-03,PayPal,412.38
9301,4673,2022-07-31,Bank Transfer,966.47
9302,725,2022-10-26,Bank Transfer,88.17
9303,3709,2022-04-08,Debit Card,661.91
9304,5536,2022-06-08,Debit Card,169.82
9305,5592,2022-07-30,PayPal,335.35
9306,3205,2022-10-25,Bank Transfer,860.61
9307,6946,2022-08-19,Debit Card,676.87
9308,1221,2022-04-15,Credit Card,250.09
9309,5083,2022-10-26,Credit Card,751.62
9310,6358,2022-07-12,Bank Transfer,124.71
9311,3124,2022-05-06,Debit Card,923.14
9312,190,2022-08-18,PayPal,203.44
9313,2835,2022-03-10,Bank Transfer,507.99
9314,2698,2022-12-26,PayPal,965.64
9315,5537,2023-03-02,Bank Transfer,397.85
9316,8934,2022-07-26,Credit Card,520.85
9317,430,2022-11-18,Credit Card,989.13
9318,3579,2022-04-10,Debit Card,379.69
9319,5456,2022-05-18,PayPal,779.11
9320,884,2022-10-30,Debit Card,66.98
9321,7485,2022-03-18,PayPal,597.88
9322,4689,2023-01-21,Bank Transfer,701.36
9323,4156,2022-04-09,Credit Card,331.23
9324,1086,2023-02-28,Bank Transfer,939.78
9325,727,2023-01-01,PayPal,592.24
9326,6633,2022-10-30,PayPal,393.04
9327,6937,2022-04-30,Credit Card,494.19
9328,3201,2023-02-11,Bank Transfer,663.1
9329,2276,2023-03-07,Bank Transfer,977.92
9330,4104,2022-08-19,Bank Transfer,798.94
9331,9442,2022-06-02,PayPal,15.55
9332,3253,2022-04-18,Bank Transfer,632.41
9333,928,2023-02-15,Bank Transfer,607.58
9334,8653,2022-05-16,PayPal,756.22
9335,2541,2022-03-16,PayPal,472.28
9336,7869,2022-05-22,Credit Card,620.82
9337,917,2022-11-30,Credit Card,748.07
9338,7808,2022-09-02,Bank Transfer,835.68
9339,1314,2023-02-14,Debit Card,438.77
9340,5965,2022-06-17,Bank Transfer,271.22
9341,5065,2023-03-03,PayPal,815.63
9342,12,2022-12-07,PayPal,26.77
9343,441,2022-11-22,Credit Card,371.54
9344,4797,2022-03-28,Credit Card,325.56
9345,2265,2023-02-01,Debit Card,462.08
9346,86,2023-01-30,Bank Transfer,972.36
9347,309,2022-03-13,PayPal,98.5
9348,7066,2022-05-06,PayPal,595.63
9349,6607,2022-12-08,Debit Card,787.85
9350,842,2022-06-29,PayPal,354.53
9351,1462,2022-10-24,Debit Card,856.85
9352,6055,2022-06-22,Debit Card,720.98
9353,806,2022-11-02,PayPal,57.85
9354,4436,2023-01-24,Credit Card,501.99
9355,5863,2022-12-19,Credit Card,913.74
9356,5506,2022-05-25,Debit Card,40.52
9357,934,2022-04-14,Bank Transfer,119.48
9358,3250,2022-09-08,Debit Card,126.96
9359,6629,2022-04-12,PayPal,684.67
9360,8792,2022-03-16,PayPal,464.04
9361,7398,2022-06-07,Bank Transfer,262.11
9362,30,2022-05-05,Credit Card,661.17
9363,6511,2022-08-05,Debit Card,15.21
9364,6495,2022-08-14,Debit Card,211.92
9365,1459,2022-10-21,Credit Card,419.82
9366,3688,2022-12-29,Credit Card,682.79
9367,430,2022-08-24,Bank Transfer,676.28
9368,7501,2022-08-26,Credit Card,75.78
9369,5144,2022-12-18,PayPal,669.48
9370,9650,2023-02-17,PayPal,771.77
9371,2982,2022-09-03,PayPal,506.75
9372,962,2022-04-26,Credit Card,455.96
9373,450,2022-11-25,PayPal,732.16
9374,9888,2022-09-24,PayPal,974.41
9375,2934,2022-08-05,Debit Card,489.33
9376,9356,2023-02-17,PayPal,80.95
9377,1894,2022-07-16,Bank Transfer,634.34
9378,2708,2022-05-24,PayPal,999.53
9379,2948,2022-04-03,Bank Transfer,702.0
9380,813,2022-12-13,Bank Transfer,603.57
9381,1952,2022-11-10,Bank Transfer,744.97
9382,3415,2022-07-02,PayPal,853.84
9383,1657,2023-01-16,Bank Transfer,785.76
9384,6736,2022-06-12,Bank Transfer,525.02
9385,2980,2022-04-11,Credit Card,735.14
9386,4855,2022-08-25,Bank Transfer,792.11
9387,6726,2022-03-29,Debit Card,865.23
9388,9059,2022-09-03,Credit Card,981.18
9389,4732,2022-07-15,PayPal,309.52
9390,9005,2022-09-05,PayPal,117.37
9391,3995,2023-01-29,Bank Transfer,217.78
9392,3225,2023-01-27,Debit Card,884.63
9393,846,2023-01-15,PayPal,693.37
9394,7831,2022-05-15,Bank Transfer,508.08
9395,2608,2022-03-18,Credit Card,468.28
9396,9339,2022-07-06,Bank Transfer,255.88
9397,3773,2023-02-03,Bank Transfer,901.93
9398,61,2022-05-23,Debit Card,701.5
9399,9630,2022-05-24,PayPal,310.18
9400,1688,2022-04-19,Debit Card,398.75
9401,4451,2023-01-17,Credit Card,278.71
9402,2749,2022-12-26,PayPal,960.79
9403,4158,2022-10-19,PayPal,732.21
9404,4449,2022-11-22,Bank Transfer,514.76
9405,8839,2022-04-08,Bank Transfer,857.29
9406,8661,2022-11-27,Debit Card,605.11
9407,2888,2022-10-14,PayPal,219.42
9408,4415,2022-04-15,PayPal,880.73
9409,7739,2023-02-28,Bank Transfer,989.1
9410,7961,2023-02-08,Debit Card,554.2
9411,7833,2022-07-14,PayPal,176.61
9412,5959,2022-12-17,Credit Card,393.19
9413,321,2023-02-24,PayPal,625.15
9414,4268,2022-09-18,PayPal,448.37
9415,2373,2022-07-29,Credit Card,638.81
9416,3032,2022-06-06,Debit Card,982.2
9417,7980,2022-05-24,Debit Card,554.05
9418,1836,2022-11-28,Credit Card,101.37
9419,2979,2022-12-29,Debit Card,728.61
9420,2793,2022-06-02,PayPal,557.65
9421,9274,2022-08-26,Debit Card,746.61
9422,5568,2022-12-26,PayPal,106.69
9423,7157,2022-03-26,Debit Card,798.84
9424,2550,2022-12-09,Debit Card,835.08
9425,6918,2022-10-05,PayPal,17.84
9426,5987,2022-08-31,Debit Card,506.73
9427,9451,2022-10-25,PayPal,78.21
9428,6840,2022-06-29,Credit Card,526.44
9429,655,2023-03-06,Debit Card,401.5
9430,8674,2022-04-22,PayPal,813.0
9431,6157,2022-09-16,Bank Transfer,906.96
9432,5464,2022-08-01,Bank Transfer,616.99
9433,922,2022-09-09,Bank Transfer,919.51
9434,3253,2022-04-23,Credit Card,102.3
9435,4123,2022-12-19,Credit Card,12.0
9436,7757,2022-03-17,Debit Card,890.45
9437,9501,2022-05-14,Credit Card,293.76
9438,1595,2022-07-06,Credit Card,770.52
9439,3043,2022-06-10,Bank Transfer,508.03
9440,806,2022-05-25,Debit Card,620.05
9441,5997,2022-10-06,Credit Card,839.05
9442,8083,2022-03-16,Debit Card,425.04
9443,7590,2022-06-08,PayPal,740.8
9444,3270,2022-10-11,PayPal,286.5
9445,5774,2022-03-09,PayPal,956.25
9446,1523,2022-07-19,Bank Transfer,460.45
