market_data_id,market_trend,economic_indicator,external_factor,value
8744,Bearish,Unemployment Rate,Consumer Confidence,9733
8745,Bearish,Industrial Production,Stock Market,2686
8746,Bearish,Employment Rate,Interest Rates,3658
8747,Bearish,Inflation Rate,Consumer Confidence,3184
8748,Bearish,Unemployment Rate,Stock Market,5659
8749,Sideways,Trade Balance,Consumer Confidence,8275
8750,Bullish,Consumer Price Index,Oil Prices,5542
8751,Bearish,Unemployment Rate,Consumer Confidence,9928
8752,Bearish,Employment Rate,Stock Market,8432
8753,Sideways,Unemployment Rate,Consumer Confidence,2206
8754,Bullish,Industrial Production,Exchange Rates,6460
8755,Sideways,Inflation Rate,Political Stability,2336
8756,Sideways,GDP,Oil Prices,4822
8757,Sideways,Employment Rate,Political Stability,2961
8758,Sideways,Inflation Rate,Stock Market,4874
8759,Bullish,Housing Starts,Interest Rates,5544
8760,Bullish,Trade Balance,Stock Market,7970
8761,Bullish,Housing Starts,Consumer Confidence,8806
8762,Sideways,Industrial Production,Exchange Rates,9269
8763,Sideways,Housing Starts,Interest Rates,7395
8764,Bearish,Housing Starts,Stock Market,5532
8765,Bullish,Trade Balance,Stock Market,4462
8766,Bearish,GDP,Oil Prices,8645
8767,Sideways,Industrial Production,Consumer Confidence,2753
8768,Bullish,Inflation Rate,Oil Prices,5425
8769,Bearish,Trade Balance,Political Stability,7236
8770,Sideways,Inflation Rate,Oil Prices,5456
8771,Sideways,Inflation Rate,Oil Prices,4939
8772,Bearish,Inflation Rate,Oil Prices,5149
8773,Bearish,Inflation Rate,Political Stability,4611
8774,Bullish,Housing Starts,Exchange Rates,7784
8775,Bearish,Employment Rate,Oil Prices,7515
8776,Bullish,Retail Sales,Interest Rates,3106
8777,Bullish,GDP,Interest Rates,6276
8778,Bullish,Unemployment Rate,Political Stability,3058
8779,Sideways,Retail Sales,Stock Market,5374
8780,Bullish,Industrial Production,Exchange Rates,2747
8781,Bearish,Retail Sales,Exchange Rates,5433
8782,Bearish,Inflation Rate,Oil Prices,7837
8783,Sideways,GDP,Oil Prices,3497
8784,Bearish,Retail Sales,Stock Market,6533
8785,Bearish,Unemployment Rate,Political Stability,2189
8786,Sideways,Industrial Production,Interest Rates,5042
8787,Bearish,Inflation Rate,Stock Market,2122
8788,Bearish,Trade Balance,Stock Market,7736
8789,Sideways,GDP,Consumer Confidence,5023
8790,Sideways,Industrial Production,Exchange Rates,7739
8791,Bearish,GDP,Oil Prices,4425
8792,Bullish,Unemployment Rate,Stock Market,2732
8793,Bearish,Trade Balance,Political Stability,5954
8794,Sideways,Industrial Production,Consumer Confidence,1898
8795,Bearish,Consumer Price Index,Political Stability,6508
8796,Bearish,Inflation Rate,Stock Market,9465
8797,Sideways,Employment Rate,Interest Rates,3916
8798,Sideways,Employment Rate,Oil Prices,6585
8799,Sideways,Housing Starts,Interest Rates,6774
8800,Bullish,Trade Balance,Consumer Confidence,6135
8801,Bearish,Consumer Price Index,Interest Rates,7019
8802,Bearish,Housing Starts,Consumer Confidence,7480
8803,Sideways,Retail Sales,Consumer Confidence,7301
8804,Sideways,GDP,Oil Prices,9472
8805,Bearish,Industrial Production,Oil Prices,2359
8806,Bearish,Housing Starts,Interest Rates,2297
8807,Bullish,Employment Rate,Interest Rates,7697
8808,Bearish,Retail Sales,Stock Market,1063
8809,Bearish,Industrial Production,Consumer Confidence,2616
8810,Bullish,Industrial Production,Consumer Confidence,7165
8811,Sideways,Housing Starts,Oil Prices,5058
8812,Bullish,Inflation Rate,Political Stability,2900
8813,Sideways,Employment Rate,Political Stability,1870
8814,Bullish,Trade Balance,Political Stability,7094
8815,Sideways,Inflation Rate,Interest Rates,7721
8816,Bullish,Housing Starts,Consumer Confidence,2558
8817,Sideways,Consumer Price Index,Consumer Confidence,8006
8818,Bearish,Employment Rate,Political Stability,5777
8819,Sideways,Housing Starts,Stock Market,8080
8820,Bearish,Unemployment Rate,Political Stability,5026
8821,Bearish,Industrial Production,Consumer Confidence,1945
8822,Sideways,Unemployment Rate,Exchange Rates,1426
8823,Bullish,Unemployment Rate,Interest Rates,4295
8824,Sideways,Unemployment Rate,Political Stability,6392
8825,Sideways,Retail Sales,Exchange Rates,3432
8826,Bullish,Retail Sales,Consumer Confidence,6909
8827,Bullish,Trade Balance,Stock Market,1525
8828,Bullish,Inflation Rate,Interest Rates,8612
8829,Bullish,Unemployment Rate,Interest Rates,4388
8830,Sideways,Unemployment Rate,Oil Prices,6778
8831,Bearish,Consumer Price Index,Stock Market,5822
8832,Bullish,Employment Rate,Interest Rates,3125
8833,Sideways,Unemployment Rate,Consumer Confidence,6346
8834,Bullish,Inflation Rate,Political Stability,2711
8835,Sideways,Employment Rate,Interest Rates,7635
8836,Sideways,Retail Sales,Interest Rates,9290
8837,Sideways,Trade Balance,Stock Market,8430
8838,Bearish,Trade Balance,Interest Rates,9716
8839,Bullish,Employment Rate,Stock Market,8472
8840,Sideways,Employment Rate,Interest Rates,5003
8841,Bearish,Inflation Rate,Political Stability,7674
8842,Sideways,Employment Rate,Exchange Rates,7145
8843,Bullish,Consumer Price Index,Stock Market,2344
8844,Sideways,GDP,Oil Prices,5324
8845,Sideways,Unemployment Rate,Exchange Rates,4776
8846,Sideways,Housing Starts,Political Stability,7017
8847,Sideways,Trade Balance,Consumer Confidence,3525
8848,Bearish,Industrial Production,Interest Rates,9743
8849,Bullish,GDP,Political Stability,5211
8850,Sideways,Housing Starts,Oil Prices,8392
8851,Sideways,Consumer Price Index,Stock Market,6740
8852,Bearish,Inflation Rate,Interest Rates,4821
8853,Sideways,Trade Balance,Consumer Confidence,2164
8854,Bullish,Housing Starts,Consumer Confidence,5808
8855,Sideways,Industrial Production,Political Stability,4010
8856,Bullish,Retail Sales,Consumer Confidence,7878
8857,Bullish,Housing Starts,Political Stability,3317
8858,Sideways,GDP,Stock Market,9377
8859,Bullish,Retail Sales,Exchange Rates,6161
8860,Bearish,GDP,Consumer Confidence,7146
8861,Bearish,Inflation Rate,Oil Prices,2740
8862,Bearish,Housing Starts,Oil Prices,7224
8863,Bearish,Housing Starts,Consumer Confidence,4128
8864,Sideways,Employment Rate,Interest Rates,7180
8865,Sideways,Unemployment Rate,Exchange Rates,2589
8866,Bullish,Unemployment Rate,Consumer Confidence,5587
8867,Bullish,Inflation Rate,Consumer Confidence,7273
8868,Bullish,Trade Balance,Oil Prices,6492
8869,Bullish,Unemployment Rate,Oil Prices,7604
8870,Bullish,Industrial Production,Oil Prices,8717
8871,Bullish,Trade Balance,Political Stability,8162
8872,Bullish,Industrial Production,Interest Rates,1345
8873,Bearish,Consumer Price Index,Oil Prices,5708
8874,Bullish,GDP,Exchange Rates,5149
8875,Bearish,Unemployment Rate,Political Stability,1854
8876,Bullish,Unemployment Rate,Political Stability,2766
8877,Bullish,Housing Starts,Oil Prices,5590
8878,Sideways,Consumer Price Index,Stock Market,6419
8879,Bearish,Inflation Rate,Political Stability,3062
8880,Bearish,Inflation Rate,Stock Market,6414
8881,Bearish,Inflation Rate,Exchange Rates,4631
8882,Bullish,Employment Rate,Stock Market,1169
8883,Sideways,Retail Sales,Stock Market,1850
8884,Bullish,Consumer Price Index,Interest Rates,9624
8885,Bearish,Trade Balance,Stock Market,9800
8886,Bearish,Inflation Rate,Stock Market,2102
8887,Bearish,Employment Rate,Consumer Confidence,5819
8888,Bullish,Trade Balance,Stock Market,4227
8889,Bullish,Consumer Price Index,Oil Prices,8664
8890,Bearish,Inflation Rate,Exchange Rates,8717
8891,Bullish,Unemployment Rate,Consumer Confidence,7346
8892,Bullish,Inflation Rate,Interest Rates,2264
8893,Bearish,GDP,Political Stability,1639
8894,Sideways,Unemployment Rate,Exchange Rates,8213
8895,Sideways,Unemployment Rate,Exchange Rates,1010
8896,Bearish,Inflation Rate,Oil Prices,7685
8897,Bearish,Inflation Rate,Stock Market,1488
8898,Sideways,Industrial Production,Oil Prices,6591
8899,Sideways,Unemployment Rate,Interest Rates,5585
8900,Sideways,GDP,Interest Rates,4414
8901,Bullish,Consumer Price Index,Consumer Confidence,4896
8902,Bearish,Housing Starts,Stock Market,8637
8903,Sideways,Industrial Production,Stock Market,1874
8904,Bearish,Retail Sales,Oil Prices,3109
8905,Bullish,Trade Balance,Interest Rates,5806
8906,Bearish,Employment Rate,Stock Market,1299
8907,Sideways,Inflation Rate,Political Stability,1709
8908,Bullish,Housing Starts,Oil Prices,5815
8909,Sideways,Employment Rate,Stock Market,5038
8910,Bearish,Unemployment Rate,Stock Market,7954
8911,Sideways,Consumer Price Index,Consumer Confidence,4797
8912,Bearish,Retail Sales,Political Stability,4425
8913,Sideways,Housing Starts,Stock Market,7649
8914,Bullish,Retail Sales,Exchange Rates,4895
8915,Bearish,Unemployment Rate,Oil Prices,9452
8916,Bearish,Inflation Rate,Stock Market,4995
8917,Bearish,Trade Balance,Oil Prices,2458
8918,Bearish,Industrial Production,Stock Market,6744
8919,Bearish,Retail Sales,Oil Prices,3738
8920,Sideways,Employment Rate,Oil Prices,2217
8921,Bullish,Industrial Production,Consumer Confidence,5019
8922,Bullish,Employment Rate,Exchange Rates,8928
8923,Bullish,Inflation Rate,Oil Prices,7608
8924,Bearish,Consumer Price Index,Consumer Confidence,6357
8925,Bearish,Industrial Production,Interest Rates,7835
8926,Sideways,Employment Rate,Exchange Rates,2085
8927,Sideways,Housing Starts,Oil Prices,6979
8928,Bullish,Unemployment Rate,Stock Market,6652
8929,Sideways,Housing Starts,Exchange Rates,1066
8930,Sideways,Unemployment Rate,Interest Rates,8676
8931,Bearish,Retail Sales,Exchange Rates,2802
8932,Bullish,Retail Sales,Political Stability,9349
8933,Sideways,Trade Balance,Consumer Confidence,3468
8934,Bearish,Industrial Production,Oil Prices,3961
8935,Sideways,Consumer Price Index,Oil Prices,8679
8936,Sideways,Housing Starts,Oil Prices,5638
8937,Sideways,Unemployment Rate,Stock Market,1317
8938,Bearish,Retail Sales,Political Stability,2980
8939,Bullish,Unemployment Rate,Consumer Confidence,1412
8940,Sideways,Unemployment Rate,Political Stability,4014
8941,Bullish,Inflation Rate,Stock Market,8094
8942,Bullish,Consumer Price Index,Oil Prices,4533
8943,Bearish,Employment Rate,Consumer Confidence,9812
8944,Bearish,Employment Rate,Stock Market,1539
8945,Sideways,Inflation Rate,Consumer Confidence,9412
8946,Bearish,Industrial Production,Exchange Rates,5237
8947,Sideways,Consumer Price Index,Exchange Rates,9232
8948,Bullish,Retail Sales,Consumer Confidence,7857
8949,Sideways,Retail Sales,Interest Rates,4895
8950,Bearish,Retail Sales,Oil Prices,7683
8951,Bearish,Inflation Rate,Political Stability,1957
8952,Bullish,Industrial Production,Stock Market,9328
8953,Bullish,Retail Sales,Consumer Confidence,5438
8954,Bearish,Retail Sales,Oil Prices,2278
8955,Bullish,Consumer Price Index,Consumer Confidence,7112
8956,Bearish,Unemployment Rate,Consumer Confidence,6485
8957,Sideways,Trade Balance,Oil Prices,1652
8958,Sideways,Retail Sales,Political Stability,5494
8959,Sideways,Unemployment Rate,Oil Prices,2719
8960,Bearish,Unemployment Rate,Exchange Rates,5955
8961,Bearish,Employment Rate,Stock Market,5185
8962,Bearish,Inflation Rate,Interest Rates,7428
8963,Bearish,Employment Rate,Stock Market,1302
8964,Bearish,Retail Sales,Interest Rates,5132
8965,Sideways,Housing Starts,Political Stability,8661
8966,Sideways,Employment Rate,Stock Market,3497
8967,Sideways,Employment Rate,Interest Rates,2516
8968,Sideways,Employment Rate,Exchange Rates,6309
8969,Bearish,Consumer Price Index,Interest Rates,1837
8970,Bullish,GDP,Exchange Rates,2820
8971,Bearish,Inflation Rate,Political Stability,6852
8972,Bearish,Unemployment Rate,Oil Prices,9250
8973,Bearish,Inflation Rate,Exchange Rates,7831
8974,Bearish,Employment Rate,Political Stability,1299
8975,Bearish,Industrial Production,Exchange Rates,1034
8976,Bullish,GDP,Political Stability,5810
8977,Bullish,Retail Sales,Oil Prices,8032
8978,Bearish,Housing Starts,Political Stability,1172
8979,Bullish,GDP,Stock Market,2738
8980,Bullish,Housing Starts,Interest Rates,8466
8981,Sideways,Trade Balance,Interest Rates,4796
8982,Bullish,Retail Sales,Exchange Rates,5291
8983,Bullish,GDP,Exchange Rates,6244
8984,Bearish,Trade Balance,Oil Prices,3127
8985,Bearish,Industrial Production,Interest Rates,4568
8986,Bearish,Housing Starts,Oil Prices,8731
8987,Bullish,Unemployment Rate,Exchange Rates,4602
8988,Bearish,Consumer Price Index,Stock Market,3635
8989,Bullish,Inflation Rate,Political Stability,7195
8990,Bullish,Consumer Price Index,Interest Rates,9052
8991,Bullish,Retail Sales,Exchange Rates,1547
8992,Sideways,Housing Starts,Oil Prices,1023
8993,Sideways,Trade Balance,Stock Market,2448
8994,Sideways,Retail Sales,Exchange Rates,7548
8995,Sideways,GDP,Exchange Rates,2377
8996,Bullish,GDP,Exchange Rates,7303
8997,Sideways,Retail Sales,Interest Rates,7691
8998,Sideways,Inflation Rate,Interest Rates,7718
8999,Bullish,Housing Starts,Stock Market,3131
9000,Sideways,Unemployment Rate,Political Stability,2374
9001,Bearish,Trade Balance,Political Stability,8631
9002,Bearish,Housing Starts,Consumer Confidence,3186
9003,Sideways,Unemployment Rate,Consumer Confidence,2586
9004,Bearish,Employment Rate,Stock Market,8670
9005,Sideways,GDP,Interest Rates,6765
9006,Sideways,Consumer Price Index,Exchange Rates,2505
9007,Bullish,Employment Rate,Oil Prices,7232
9008,Bearish,Employment Rate,Oil Prices,4096
9009,Bearish,Employment Rate,Consumer Confidence,5453
9010,Bearish,Retail Sales,Stock Market,2938
9011,Bullish,Consumer Price Index,Exchange Rates,4116
9012,Bullish,Retail Sales,Consumer Confidence,8172
9013,Bearish,Inflation Rate,Interest Rates,1702
9014,Bearish,GDP,Exchange Rates,4221
9015,Bearish,Industrial Production,Consumer Confidence,3537
9016,Bearish,Trade Balance,Exchange Rates,7661
9017,Bearish,Consumer Price Index,Oil Prices,4632
9018,Sideways,GDP,Exchange Rates,6485
9019,Bearish,Industrial Production,Consumer Confidence,5906
9020,Sideways,Trade Balance,Consumer Confidence,2796
9021,Sideways,Housing Starts,Stock Market,8434
9022,Sideways,Employment Rate,Interest Rates,6365
9023,Bearish,Unemployment Rate,Political Stability,4808
9024,Bullish,Consumer Price Index,Oil Prices,6208
9025,Sideways,Retail Sales,Interest Rates,1311
9026,Bullish,Employment Rate,Exchange Rates,6138
9027,Sideways,Trade Balance,Consumer Confidence,8984
9028,Bearish,Industrial Production,Stock Market,8168
9029,Sideways,Industrial Production,Oil Prices,3108
9030,Bullish,Employment Rate,Oil Prices,6812
9031,Bearish,Industrial Production,Interest Rates,4381
9032,Bearish,Unemployment Rate,Interest Rates,4541
9033,Sideways,Employment Rate,Interest Rates,9367
9034,Bearish,Consumer Price Index,Interest Rates,7716
9035,Bearish,Employment Rate,Exchange Rates,9941
9036,Bullish,Unemployment Rate,Consumer Confidence,1712
9037,Bullish,Trade Balance,Stock Market,2614
9038,Sideways,Housing Starts,Stock Market,8038
9039,Sideways,Retail Sales,Interest Rates,2467
9040,Bearish,Industrial Production,Consumer Confidence,1199
9041,Bullish,Inflation Rate,Exchange Rates,8207
9042,Bearish,Employment Rate,Exchange Rates,8381
9043,Bearish,Retail Sales,Oil Prices,1181
9044,Bearish,GDP,Political Stability,7614
9045,Sideways,GDP,Political Stability,1868
9046,Bullish,Retail Sales,Consumer Confidence,4226
9047,Sideways,Housing Starts,Exchange Rates,3689
9048,Bearish,GDP,Consumer Confidence,7562
9049,Sideways,GDP,Stock Market,6173
9050,Bullish,Housing Starts,Stock Market,4415
9051,Bearish,Consumer Price Index,Consumer Confidence,1790
9052,Sideways,Inflation Rate,Consumer Confidence,3434
9053,Sideways,Retail Sales,Exchange Rates,1892
9054,Bullish,GDP,Exchange Rates,3555
9055,Sideways,Trade Balance,Interest Rates,8308
9056,Sideways,Housing Starts,Stock Market,2020
9057,Bullish,Trade Balance,Political Stability,2386
9058,Bullish,Unemployment Rate,Political Stability,3054
9059,Sideways,Inflation Rate,Political Stability,4439
9060,Sideways,Inflation Rate,Exchange Rates,6874
9061,Sideways,Industrial Production,Interest Rates,5006
9062,Bullish,Employment Rate,Stock Market,9832
9063,Sideways,Unemployment Rate,Exchange Rates,1192
9064,Bullish,Employment Rate,Political Stability,1518
9065,Sideways,Employment Rate,Political Stability,3501
9066,Bullish,Housing Starts,Interest Rates,1652
9067,Bullish,GDP,Consumer Confidence,6190
9068,Sideways,Consumer Price Index,Stock Market,6730
9069,Sideways,Employment Rate,Interest Rates,7830
9070,Sideways,Consumer Price Index,Political Stability,7915
9071,Bearish,Unemployment Rate,Interest Rates,3816
9072,Bearish,Industrial Production,Interest Rates,4781
9073,Bullish,Housing Starts,Stock Market,9703
9074,Bearish,Housing Starts,Consumer Confidence,7879
9075,Bearish,Consumer Price Index,Consumer Confidence,6081
9076,Sideways,Trade Balance,Stock Market,9705
9077,Sideways,Unemployment Rate,Consumer Confidence,2903
9078,Sideways,Trade Balance,Exchange Rates,7898
9079,Bullish,Unemployment Rate,Consumer Confidence,9740
9080,Sideways,Consumer Price Index,Oil Prices,2008
9081,Bullish,Housing Starts,Exchange Rates,4352
9082,Bearish,Inflation Rate,Oil Prices,5746
9083,Bullish,Consumer Price Index,Stock Market,5365
9084,Bearish,Housing Starts,Consumer Confidence,7382
9085,Bearish,GDP,Consumer Confidence,3827
9086,Sideways,Industrial Production,Political Stability,2230
9087,Sideways,Unemployment Rate,Consumer Confidence,4544
9088,Bearish,GDP,Interest Rates,1152
9089,Sideways,Industrial Production,Oil Prices,7860
9090,Sideways,Retail Sales,Exchange Rates,8279
9091,Sideways,Consumer Price Index,Exchange Rates,6819
9092,Bearish,GDP,Interest Rates,6293
9093,Bearish,Industrial Production,Consumer Confidence,2767
9094,Bearish,Industrial Production,Interest Rates,2306
9095,Bearish,Consumer Price Index,Political Stability,1151
9096,Sideways,Inflation Rate,Political Stability,5865
9097,Bearish,Consumer Price Index,Stock Market,3172
9098,Bullish,Unemployment Rate,Interest Rates,3818
9099,Bullish,Retail Sales,Oil Prices,5056
9100,Bullish,Consumer Price Index,Interest Rates,6949
9101,Bullish,Consumer Price Index,Political Stability,9703
9102,Bullish,Consumer Price Index,Oil Prices,2125
9103,Bearish,Trade Balance,Political Stability,7444
9104,Bullish,Consumer Price Index,Exchange Rates,5979
9105,Bullish,Consumer Price Index,Oil Prices,8430
9106,Bearish,Industrial Production,Exchange Rates,5886
9107,Bearish,Unemployment Rate,Oil Prices,5167
9108,Bearish,Retail Sales,Interest Rates,8362
9109,Bearish,Industrial Production,Consumer Confidence,8120
9110,Bullish,Employment Rate,Oil Prices,8692
9111,Bearish,Unemployment Rate,Interest Rates,9554
9112,Bullish,Unemployment Rate,Interest Rates,4514
9113,Sideways,Retail Sales,Exchange Rates,6476
9114,Sideways,GDP,Stock Market,1661
9115,Sideways,Unemployment Rate,Consumer Confidence,3711
9116,Bullish,Industrial Production,Exchange Rates,7554
9117,Bullish,Industrial Production,Consumer Confidence,2570
9118,Bearish,Consumer Price Index,Exchange Rates,9199
9119,Bullish,Inflation Rate,Interest Rates,1820
9120,Bullish,Unemployment Rate,Exchange Rates,8190
9121,Bearish,Trade Balance,Exchange Rates,4777
9122,Sideways,Inflation Rate,Interest Rates,1505
9123,Sideways,Consumer Price Index,Exchange Rates,3106
9124,Bearish,Housing Starts,Oil Prices,1889
9125,Bearish,Consumer Price Index,Exchange Rates,1811
9126,Bullish,Consumer Price Index,Oil Prices,6858
9127,Sideways,Trade Balance,Political Stability,6388
9128,Sideways,Unemployment Rate,Interest Rates,9831
9129,Sideways,Unemployment Rate,Oil Prices,6164
9130,Sideways,Consumer Price Index,Stock Market,2294
9131,Bearish,Inflation Rate,Political Stability,3643
9132,Bearish,GDP,Interest Rates,4077
9133,Bearish,Trade Balance,Exchange Rates,2920
9134,Bullish,GDP,Political Stability,3636
9135,Bullish,Retail Sales,Exchange Rates,2002
9136,Sideways,Consumer Price Index,Political Stability,6907
9137,Bullish,GDP,Stock Market,4452
9138,Bullish,Trade Balance,Political Stability,5318
9139,Sideways,Industrial Production,Interest Rates,5845
9140,Bullish,GDP,Interest Rates,5413
9141,Bullish,Consumer Price Index,Stock Market,5272
9142,Sideways,Consumer Price Index,Consumer Confidence,4982
9143,Bearish,Unemployment Rate,Interest Rates,8509
9144,Bearish,Trade Balance,Consumer Confidence,1032
9145,Sideways,Housing Starts,Exchange Rates,3777
9146,Bullish,Inflation Rate,Exchange Rates,4358
9147,Bullish,Industrial Production,Stock Market,9492
9148,Bullish,Inflation Rate,Stock Market,9355
9149,Bearish,Industrial Production,Consumer Confidence,4750
9150,Bearish,Retail Sales,Political Stability,2511
9151,Sideways,Employment Rate,Oil Prices,4521
9152,Sideways,Unemployment Rate,Interest Rates,6215
9153,Bullish,Inflation Rate,Interest Rates,7242
9154,Bearish,Unemployment Rate,Oil Prices,9756
9155,Sideways,Employment Rate,Interest Rates,6516
9156,Bullish,GDP,Oil Prices,9778
9157,Sideways,Industrial Production,Stock Market,7472
9158,Bearish,Trade Balance,Exchange Rates,6464
9159,Sideways,Housing Starts,Stock Market,7592
9160,Sideways,GDP,Exchange Rates,7007
9161,Sideways,Unemployment Rate,Consumer Confidence,2354
9162,Bullish,Employment Rate,Interest Rates,5578
9163,Sideways,Inflation Rate,Oil Prices,8485
9164,Bearish,Retail Sales,Oil Prices,2755
9165,Bullish,Consumer Price Index,Exchange Rates,3064
9166,Bearish,Industrial Production,Interest Rates,4507
9167,Sideways,GDP,Consumer Confidence,1590
9168,Sideways,Unemployment Rate,Oil Prices,5310
9169,Bullish,Consumer Price Index,Stock Market,2260
9170,Sideways,GDP,Interest Rates,3774
9171,Bearish,Unemployment Rate,Interest Rates,5330
9172,Bullish,Trade Balance,Stock Market,9871
9173,Sideways,GDP,Interest Rates,5571
9174,Bearish,Unemployment Rate,Oil Prices,7602
9175,Bearish,Housing Starts,Interest Rates,3684
9176,Bullish,Inflation Rate,Interest Rates,1662
9177,Bullish,Employment Rate,Oil Prices,9892
9178,Sideways,Employment Rate,Stock Market,5702
9179,Bullish,Industrial Production,Interest Rates,7697
9180,Bullish,Consumer Price Index,Oil Prices,3781
9181,Bullish,GDP,Exchange Rates,5353
9182,Sideways,Housing Starts,Interest Rates,5720
9183,Bearish,Inflation Rate,Stock Market,6527
9184,Bearish,Employment Rate,Consumer Confidence,9809
9185,Sideways,Consumer Price Index,Oil Prices,4705
9186,Sideways,GDP,Political Stability,4334
9187,Bearish,Retail Sales,Exchange Rates,5989
9188,Bearish,Trade Balance,Political Stability,2866
9189,Bearish,Consumer Price Index,Political Stability,8879
9190,Bearish,Housing Starts,Political Stability,5308
9191,Bearish,Retail Sales,Exchange Rates,2295
9192,Bullish,Trade Balance,Exchange Rates,9372
9193,Bearish,Retail Sales,Consumer Confidence,9057
9194,Bullish,Housing Starts,Interest Rates,9744
9195,Bullish,Industrial Production,Exchange Rates,3437
9196,Bullish,Consumer Price Index,Political Stability,2229
9197,Sideways,Retail Sales,Consumer Confidence,5461
9198,Bearish,Industrial Production,Political Stability,2613
9199,Bearish,GDP,Exchange Rates,7909
9200,Bullish,Industrial Production,Stock Market,4749
9201,Bullish,Consumer Price Index,Interest Rates,1803
9202,Bullish,Unemployment Rate,Exchange Rates,4234
9203,Sideways,Consumer Price Index,Consumer Confidence,7705
9204,Sideways,Industrial Production,Exchange Rates,8665
9205,Sideways,Employment Rate,Oil Prices,4879
9206,Bullish,Trade Balance,Political Stability,8716
9207,Bearish,GDP,Interest Rates,4980
9208,Bullish,Unemployment Rate,Political Stability,1833
9209,Sideways,Employment Rate,Stock Market,7865
9210,Sideways,Housing Starts,Stock Market,9180
9211,Bullish,Housing Starts,Interest Rates,5464
9212,Bullish,Industrial Production,Stock Market,9451
9213,Sideways,Trade Balance,Exchange Rates,6897
9214,Sideways,Employment Rate,Political Stability,8354
9215,Bearish,Inflation Rate,Interest Rates,3481
9216,Bearish,Industrial Production,Interest Rates,1150
9217,Bearish,Retail Sales,Stock Market,9699
9218,Sideways,GDP,Interest Rates,3322
9219,Bullish,Trade Balance,Interest Rates,2759
9220,Bullish,Unemployment Rate,Stock Market,8598
9221,Bearish,Trade Balance,Political Stability,7306
9222,Bearish,Consumer Price Index,Consumer Confidence,9989
9223,Bullish,Retail Sales,Oil Prices,3888
9224,Bearish,Inflation Rate,Oil Prices,5489
9225,Bullish,Unemployment Rate,Exchange Rates,1291
9226,Bullish,Retail Sales,Oil Prices,6478
9227,Sideways,Consumer Price Index,Stock Market,5320
9228,Sideways,Trade Balance,Oil Prices,4800
9229,Bullish,Inflation Rate,Oil Prices,3678
9230,Sideways,Trade Balance,Stock Market,2152
9231,Bearish,GDP,Exchange Rates,9527
9232,Sideways,Retail Sales,Political Stability,3861
9233,Bullish,Consumer Price Index,Consumer Confidence,2418
9234,Sideways,Trade Balance,Stock Market,6066
9235,Bullish,GDP,Exchange Rates,8778
9236,Bearish,Trade Balance,Oil Prices,3033
9237,Bullish,GDP,Oil Prices,6584
9238,Bullish,Retail Sales,Consumer Confidence,5075
9239,Sideways,Employment Rate,Oil Prices,8706
9240,Sideways,Consumer Price Index,Political Stability,2977
9241,Bearish,GDP,Exchange Rates,1142
9242,Bearish,Retail Sales,Consumer Confidence,5929
9243,Sideways,Employment Rate,Consumer Confidence,5875
9244,Sideways,Consumer Price Index,Exchange Rates,6647
9245,Bullish,Unemployment Rate,Stock Market,9896
9246,Sideways,Unemployment Rate,Stock Market,1098
9247,Sideways,Housing Starts,Consumer Confidence,3534
9248,Bullish,Inflation Rate,Oil Prices,9377
9249,Sideways,Housing Starts,Political Stability,5254
9250,Bearish,GDP,Oil Prices,8460
9251,Sideways,Industrial Production,Stock Market,3839
9252,Bullish,Inflation Rate,Interest Rates,4151
9253,Bullish,Employment Rate,Exchange Rates,6779
9254,Bearish,Industrial Production,Exchange Rates,9067
9255,Bullish,Housing Starts,Political Stability,2296
9256,Bullish,Inflation Rate,Consumer Confidence,9903
9257,Sideways,Unemployment Rate,Consumer Confidence,8441
9258,Bullish,Unemployment Rate,Political Stability,6015
9259,Bearish,Industrial Production,Oil Prices,1479
9260,Bullish,GDP,Exchange Rates,6605
9261,Bearish,GDP,Oil Prices,5520
9262,Bearish,Industrial Production,Interest Rates,2363
9263,Bullish,Industrial Production,Exchange Rates,9443
9264,Bearish,Industrial Production,Stock Market,1668
9265,Sideways,Employment Rate,Stock Market,9962
9266,Bullish,Retail Sales,Interest Rates,6648
9267,Bearish,Industrial Production,Exchange Rates,6345
9268,Bearish,Consumer Price Index,Interest Rates,6617
9269,Sideways,GDP,Consumer Confidence,2613
9270,Bearish,Unemployment Rate,Interest Rates,3943
9271,Sideways,GDP,Oil Prices,6933
9272,Bullish,Industrial Production,Interest Rates,9247
9273,Sideways,Unemployment Rate,Political Stability,5713
9274,Bearish,Employment Rate,Interest Rates,1631
9275,Sideways,Trade Balance,Interest Rates,1409
9276,Sideways,GDP,Oil Prices,1166
9277,Bearish,Unemployment Rate,Stock Market,7006
9278,Sideways,Industrial Production,Interest Rates,9859
9279,Sideways,Housing Starts,Interest Rates,3862
9280,Bearish,Inflation Rate,Stock Market,7245
9281,Bullish,Trade Balance,Stock Market,1810
9282,Bearish,Consumer Price Index,Oil Prices,5747
9283,Sideways,Inflation Rate,Consumer Confidence,3464
9284,Sideways,Employment Rate,Oil Prices,6575
9285,Bearish,Inflation Rate,Exchange Rates,5210
9286,Bearish,Unemployment Rate,Political Stability,3629
9287,Bullish,Unemployment Rate,Oil Prices,6204
9288,Bullish,Housing Starts,Consumer Confidence,2666
9289,Sideways,Inflation Rate,Oil Prices,2488
9290,Bearish,Inflation Rate,Stock Market,1227
9291,Sideways,Housing Starts,Consumer Confidence,3193
